SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
000,150,Bladen County,NC,PV1,1300395,0.0007,1283709,0.0007,46386215,0.0246
000,150,Bladen County,NC,PV3,404913,0.0003,394174,0.0003,17587519,0.0140
000,150,Bladen County,NC,PV2,895482,0.0014,889535,0.0014,28798698,0.0460
000,200,Bladen County,NC,PV1,1347173,0.0007,1284609,0.0007,46511570,0.0247
000,200,Bladen County,NC,PV3,430570,0.0003,394297,0.0003,17612351,0.0140
000,200,Bladen County,NC,PV2,916603,0.0015,890312,0.0014,28899221,0.0461
000,300,Bladen County,NC,PV1,1633504,0.0009,1353246,0.0007,47094473,0.0250
000,300,Bladen County,NC,PV3,531816,0.0004,431801,0.0003,17845080,0.0142
000,300,Bladen County,NC,PV2,1101688,0.0018,921445,0.0015,29249398,0.0467
001,0,Bladen County,NC,PV1,3791111,0.0020,1344767,0.0007,67472828,0.0358
001,0,Bladen County,NC,PV3,1877889,0.0015,439527,0.0003,24843132,0.0198
001,0,Bladen County,NC,PV2,1913222,0.0031,905240,0.0014,42629698,0.0681
001,25,Bladen County,NC,PV1,3791111,0.0020,1345804,0.0007,67487826,0.0358
001,25,Bladen County,NC,PV3,1877889,0.0015,440316,0.0004,24850186,0.0198
001,25,Bladen County,NC,PV2,1913222,0.0031,905489,0.0014,42637641,0.0681
001,50,Bladen County,NC,PV1,3791111,0.0020,1346794,0.0007,67492822,0.0358
001,50,Bladen County,NC,PV3,1877889,0.0015,440782,0.0004,24850928,0.0198
001,50,Bladen County,NC,PV2,1913222,0.0031,906012,0.0014,42641895,0.0681
001,100,Bladen County,NC,PV1,3795329,0.0020,1354772,0.0007,67517685,0.0358
001,100,Bladen County,NC,PV3,1877889,0.0015,445244,0.0004,24859474,0.0198
001,100,Bladen County,NC,PV2,1918476,0.0031,909528,0.0015,42658213,0.0681
001,150,Bladen County,NC,PV1,3828600,0.0020,1371331,0.0007,67567304,0.0359
001,150,Bladen County,NC,PV3,1893876,0.0015,455121,0.0004,24866889,0.0198
001,150,Bladen County,NC,PV2,1934724,0.0031,916210,0.0015,42700417,0.0682
001,200,Bladen County,NC,PV1,3881959,0.0021,1402063,0.0007,67675341,0.0359
001,200,Bladen County,NC,PV3,1906765,0.0015,467400,0.0004,24896845,0.0198
001,200,Bladen County,NC,PV2,1975193,0.0032,934663,0.0015,42778499,0.0683
001,300,Bladen County,NC,PV1,4436207,0.0024,1623849,0.0009,68500395,0.0364
